occurrenceID,plotCode,area,plateNumber,subplot,treeNumber,branchNumber,vernacularName,scientificName,x,y,dbh,TH,TBCP,TBCU,TBCD,TBHP,CBP,S1_death,S2_death,S3_death
039086DC-46B7-446A-9E9E-2C541A3A730A,DJ-02,核心區,15435,3,4,1,玉山杜鵑,Rhododendron pseudochrysanthum,920,900,2.3,2,10,0.3,0.3,15,100,1,1,1
3BEF08E7-AC88-410E-A307-45133BFC43E0,DJ-02,核心區,15436,3,5,1,臺灣二葉松,Pinus taiwanensis,740,900,10.2,6,90,6,1.8,65,60,1,1,1
B0AB21FC-DF7F-4078-BFA6-DE44BF128BFB,DJ-02,核心區,15437,3,6,1,臺灣二葉松,Pinus taiwanensis,570,980,3.2,2.4,90,2.1,1.7,79.17,90,1,1,1
A63569DA-E00B-4137-A7E5-359A4E1DBDC3,DJ-02,核心區,15458,4,1,1,刺柏,Juniperus formosana,750,220,2.8,1.8,100,1.8,1.8,100,100,1,1,1
289F344F-8537-4E5B-9BAA-C54738111BB1,DJ-03,核心區,15434,1,1,1,臺灣二葉松,Pinus taiwanensis,130,180,12,8,100,8,8,100,100,1,1,1
D7402FAB-786F-40E2-9288-0782E787DA5E,DJ-03,核心區,15468,1,2,1,臺灣二葉松,Pinus taiwanensis,250,180,23.5,8.5,100,8.5,8.5,100,99,1,1,1
BF3ADF3A-9B38-46FD-BB0D-379F0F5B9F77,DJ-03,核心區,15469,1,2,2,臺灣二葉松,Pinus taiwanensis,250,180,5.8,4,80,3,4,87.5,100,1,1,1
FDA68399-D1F1-491B-BC9A-2A3F79BD4706,DJ-03,核心區,15474,1,3,1,臺灣二葉松,Pinus taiwanensis,280,180,33.5,9,100,9,9,100,99,1,1,1
15B31B41-EF36-4B14-BE42-5B4DC3F55CAD,DJ-03,核心區,15475,1,3,2,臺灣二葉松,Pinus taiwanensis,280,180,3,4,100,4,4,100,100,1,1,1
2EC9A166-6BCC-478B-A8BF-97C60AA00477,DJ-03,核心區,15476,1,3,3,臺灣二葉松,Pinus taiwanensis,280,180,4.5,2,100,2,2,100,100,1,1,1
751883F0-D834-4403-AB41-F9ED55BA096F,DJ-03,核心區,15429,1,4,1,刺柏,Juniperus formosana,135,100,8.8,1.2,100,1.2,1.2,100,100,1,1,1
02D0E595-E205-460A-8DFF-A382338F18AE,DJ-03,核心區,15478,3,1,1,臺灣二葉松,Pinus taiwanensis,880,850,7.7,4.5,100,4.5,4.5,100,80,1,1,1
09BF77EF-8226-41A5-A163-232AD6D588EA,DJ-03,核心區,15479,3,1,2,臺灣二葉松,Pinus taiwanensis,880,850,2.5,2,100,2,2,100,100,1,1,1
56A3BAA1-788C-4213-9E3D-32E4639CAEAE,DJ-03,核心區,15477,3,2,1,臺灣二葉松,Pinus taiwanensis,700,700,4,2.5,100,4,4,160,100,1,1,1
CA253F5A-A046-459E-8DA4-1E212A65A569,DJ-03,核心區,15461,3,3,1,臺灣二葉松,Pinus taiwanensis,790,595,2,1.9,100,1.9,1.9,100,100,1,1,1
8923103D-4F6C-4DF8-9CAB-108C0E133521,DJ-03,核心區,15459,3,4,1,臺灣二葉松,Pinus taiwanensis,700,640,25.7,8.5,100,8.5,8.5,100,100,1,1,1
F5127225-7C41-4C3E-A7BB-23036BF1D389,DJ-03,核心區,15460,3,4,2,臺灣二葉松,Pinus taiwanensis,700,640,3,2,100,2,2,100,100,1,1,1
582FBAF1-1F66-4347-9C33-58F2658448B9,DJ-03,核心區,15461,3,4,3,臺灣二葉松,Pinus taiwanensis,700,640,3,2,100,2,2,100,100,1,1,1
01E8C55A-9641-4884-A188-CDEED6E6859E,DJ-03,核心區,15438,4,1,1,臺灣二葉松,Pinus taiwanensis,850,0,8,6,50,1.6,1.6,26.67,70,1,1,1
1314B122-D022-4B55-B34D-5D406049C1AC,DJ-03,核心區,15439,4,1,2,臺灣二葉松,Pinus taiwanensis,850,0,5.8,1.9,90,1.7,1.7,89.47,95,1,1,1
79EDC8A3-7BB6-4C02-B657-9604CEB7FE59,DJ-03,核心區,15480,4,2,1,臺灣二葉松,Pinus taiwanensis,970,0,23,8,80,7.5,3,65.63,80,1,1,1
40BA5BCF-8B7C-4B75-B9B4-ECBA87D3597B,DJ-04,核心區,15422,1,1,1,臺灣二葉松,Pinus taiwanensis,270,250,27.7,9,100,6,6,66.67,70,1,1,1
282C3A49-C796-485F-9DA8-8F3B198E1144,DJ-04,核心區,15423,1,1,2,臺灣二葉松,Pinus taiwanensis,270,250,11.4,7,30,0.7,1,12.14,60,1,1,1
306F39B6-21B7-4646-BCE0-14140D48D9B3,DJ-04,核心區,15424,1,1,3,臺灣二葉松,Pinus taiwanensis,270,250,14.5,6,10,0.2,0.1,2.5,50,1,1,1
D9F5FFD1-325E-4642-B7BC-474F75D5348A,DJ-04,核心區,15425,1,1,4,臺灣二葉松,Pinus taiwanensis,270,250,7,4,40,0.2,1,15,80,1,1,1
E9A33656-03C2-4D03-9BC4-993C36572F42,DJ-04,核心區,15426,1,1,5,臺灣二葉松,Pinus taiwanensis,270,250,4,2,20,0.4,1,35,98,1,1,1
3EE73D7B-3825-452F-97D9-58B295BF7A1F,DJ-04,核心區,15427,1,1,6,臺灣二葉松,Pinus taiwanensis,270,250,4,2,60,1.2,1.2,60,80,1,1,1
33635CA3-25B8-446E-AF4D-61033E2ECC16,DJ-04,核心區,15428,1,1,7,臺灣二葉松,Pinus taiwanensis,270,250,3,2,70,1,1.8,70,99,1,1,1
692275AA-6F13-4EDC-90B3-807E7DAE87B5,DJ-04,核心區,15411,1,2,1,臺灣二葉松,Pinus taiwanensis,405,220,7.2,5,50,1.7,1.7,34,90,1,1,1
2FB55C93-1173-4EB8-BC14-7142AF9E9177,DJ-04,核心區,15418,2,1,1,臺灣二葉松,Pinus taiwanensis,40,630,19.5,11,70,5,1,27.27,60,1,1,1
8E7970CE-09B6-4501-95C8-FC34DD0819EB,DJ-04,核心區,15419,2,2,1,臺灣二葉松,Pinus taiwanensis,10,640,18,10,70,4.5,1,27.5,70,1,1,1
0316E972-34F2-4632-AFF2-C65527ED315A,DJ-04,核心區,15420,2,2,2,臺灣二葉松,Pinus taiwanensis,10,640,2.3,4.3,20,0.2,0,2.33,80,1,1,1
C6D17D35-5DE3-4E86-849D-3D972E713885,DJ-04,核心區,15421,2,3,1,刺柏,Juniperus formosana,0,630,2.5,2,50,0.4,2,60,30,1,1,1
78355A5B-EA0D-4DED-83F3-59FE7DEF2D52,DJ-04,核心區,15417,2,4,1,刺柏,Juniperus formosana,240,970,4,2,100,2,2,100,100,1,1,1
53B7E533-B4D5-49DC-805F-0A04C5C96F48,DJ-04,核心區,15431,3,1,1,臺灣二葉松,Pinus taiwanensis,510,760,36.3,13,10,0,2.5,9.62,60,1,0,1
B8DB86A0-C6A1-4685-A548-CF557DE47DC9,DJ-04,核心區,15432,3,1,2,臺灣二葉松,Pinus taiwanensis,510,760,5.3,3,40,0.2,3,53.33,100,1,1,1
E41B1F10-69F3-4530-9E3E-1CAC19D69B59,DJ-04,核心區,15433,3,1,3,臺灣二葉松,Pinus taiwanensis,510,760,13.2,7,60,2,7,64.29,70,1,1,1
BC240B43-9812-4A42-B6F2-A643D253F584,DJ-04,核心區,15430,3,2,1,刺柏,Juniperus formosana,510,720,1,1.6,5,0.05,0.05,3.13,20,1,1,1
6C25F14D-28DD-444D-9D4C-8697574566AF,DJ-04,核心區,15411,3,3,1,臺灣二葉松,Pinus taiwanensis,870,980,35.7,13,70,13,0.25,50.96,95,1,1,1
F1F98D65-732A-4EB2-8287-E82A058F3B22,DJ-04,核心區,15414,3,4,1,臺灣二葉松,Pinus taiwanensis,790,515,10.7,9,80,9,9,100,90,1,1,1
4A7D0638-208C-47A0-9BB3-2685FE6A5905,DJ-04,核心區,15413,4,1,1,臺灣二葉松,Pinus taiwanensis,800,485,3,2.5,95,2.5,2.5,100,80,1,1,1
5D1999A6-1579-4406-AF4C-61934D1166B6,DJ-04,核心區,15412,4,2,1,臺灣二葉松,Pinus taiwanensis,880,250,15.4,9,80,1.2,7,45.56,85,1,1,1
60E1AFE5-B345-4FD2-89C1-6DBA87E8E768,DJ-05,核心區,19634,1,1,1,臺灣二葉松,Pinus taiwanensis,130,70,30.5,16,100,16,16,100,100,1,1,1
46CEACD9-A99B-4DFD-977F-A5A112D5BD9D,DJ-05,核心區,19635,2,1,1,臺灣二葉松,Pinus taiwanensis,20,520,16.8,9,100,9,9,100,100,1,1,1
E6CC85C3-3F86-46DE-8E6E-40016E6EC08F,DJ-05,核心區,19636,2,2,1,臺灣二葉松,Pinus taiwanensis,340,520,8.2,9,100,9,9,100,100,1,1,1
980E96D0-4C60-4D81-849D-EF6438FF0FB3,DJ-05,核心區,19637,2,3,1,臺灣二葉松,Pinus taiwanensis,390,790,12.6,11.5,100,11.5,11.5,100,100,1,1,1
630614C0-CDBA-457B-AA7B-9E313B0616B1,DJ-05,核心區,19638,2,4,1,臺灣二葉松,Pinus taiwanensis,130,900,11.5,9,100,9,9,100,100,1,1,1
E9AF2681-454E-4F81-8220-D6FC04441AE5,DJ-05,核心區,19639,3,1,1,臺灣二葉松,Pinus taiwanensis,550,980,9,9.6,100,9.6,9.6,100,100,1,1,1
DEA81434-91F9-4E5C-8297-578A2B978A9E,DJ-05,核心區,19640,3,2,1,臺灣二葉松,Pinus taiwanensis,890,900,11.5,5.5,80,5.5,4.5,90.91,100,1,1,1
D81334F7-B906-4AA1-B759-862C575A42CB,DJ-05,核心區,19641,3,3,1,臺灣二葉松,Pinus taiwanensis,780,800,13,9,95,9,6.5,86.11,100,1,1,1
D157A455-9A85-47A3-80F2-B4A7B2C5FAC5,DJ-05,核心區,19642,3,4,1,刺柏,Juniperus formosana,900,570,8.4,4.5,100,1.5,1,27.78,100,1,1,1
BAC4F7A0-7E5C-4870-93D7-19A45F1422D3,DJ-05,核心區,19643,3,5,1,臺灣二葉松,Pinus taiwanensis,900,520,18.5,12,100,12,8,83.33,100,1,1,1
3295FDFE-A39F-4604-BE47-C588B17F3BC1,DJ-05,核心區,19644,4,1,1,臺灣二葉松,Pinus taiwanensis,390,590,37.9,13,100,11,11,84.62,100,0,1,1
91082EE8-E80C-4EB0-A294-5F3B81A63107,DJ-05,核心區,19645,4,2,1,臺灣二葉松,Pinus taiwanensis,560,15,28.5,14,100,14,6,71.43,100,1,1,1
4DD97C51-C90C-42F5-B4B7-64AE57C084FB,DJ-11,推移帶,15014,1,1,1,臺灣二葉松,Pinus taiwanensis,195,372,33.2,10.6,35,2.5,0.5,14.15,0,0,0,0
5143B48B-9E4A-49D2-BC06-6B140EE6F5B0,DJ-11,推移帶,15015,1,2,1,臺灣二葉松,Pinus taiwanensis,350,440,13.8,9.5,45,2,0.35,12.37,0,0,0,0
F2DB4B03-3348-47DD-9C83-09341F9489A8,DJ-11,推移帶,15016,2,1,1,臺灣二葉松,Pinus taiwanensis,240,500,20,11,30,3.2,0.4,16.36,30,0,0,1
0D8A9432-7B47-44A8-B2ED-F49069B42556,DJ-11,推移帶,15017,2,2,1,臺灣二葉松,Pinus taiwanensis,480,850,17.6,9.6,20,1.7,0.4,10.94,10,0,0,0
8DFD4D25-387D-4A4E-B57E-F2C31FCD7248,DJ-11,推移帶,15018,2,2,2,臺灣二葉松,Pinus taiwanensis,480,850,13.1,9.3,10,1.6,0.45,11.02,20,0,0,0
A34979EC-FAB9-4663-AEEA-0FA09924DE71,DJ-11,推移帶,15019,3,1,1,臺灣二葉松,Pinus taiwanensis,560,570,20.8,11.5,35,1.8,0.6,10.43,30,0,1,1
C30560DA-BDA7-4CE9-B179-B6D30AFF3697,DJ-11,推移帶,15020,3,2,1,臺灣二葉松,Pinus taiwanensis,710,680,16.2,10,45,2.3,0.5,14,10,0,1,1
5976B967-CBD8-4FF3-8075-BE8521A11AD8,DJ-11,推移帶,15021,3,3,1,臺灣二葉松,Pinus taiwanensis,950,975,8.6,5.4,20,1.4,0.4,16.67,60,1,1,1
3661265F-BA80-4172-961D-E9BF3471FAD0,DJ-11,推移帶,15022,3,4,1,臺灣二葉松,Pinus taiwanensis,980,720,16,5,55,2,1,30,90,0,1,1
CEF5422A-1368-4CA0-A27F-28980347E269,DJ-11,推移帶,15023,3,5,1,臺灣二葉松,Pinus taiwanensis,990,610,35.5,8.5,20,1.6,0.5,12.35,40,0,0,0
FCB2E0AD-6404-419A-A8D3-0C57F097143D,DJ-11,推移帶,15024,3,6,2,臺灣二葉松,Pinus taiwanensis,990,610,8,4.4,10,1.45,0.7,24.43,80,1,1,1
0C47BA86-588B-424E-8E7B-5D14E5D3B068,DJ-11,推移帶,15025,4,1,1,臺灣二葉松,Pinus taiwanensis,315,790,27.4,11.5,40,2.3,0.8,13.48,20,0,0,0
91C5805E-9CEB-42A6-BF73-CB2920DC7276,DJ-11,推移帶,15026,4,2,1,臺灣二葉松,Pinus taiwanensis,970,260,16.8,9.6,50,1.4,1,12.5,50,0,1,1
388DF790-1F90-4C79-B1C4-5A5BC87CFC1B,DJ-11,推移帶,15027,4,2,2,臺灣二葉松,Pinus taiwanensis,970,260,20,11,40,1.5,1.2,12.27,30,0,1,1
94D09AA5-C10F-43C1-9F7A-B7F6EA5FCD37,DJ-11,推移帶,15028,4,2,3,臺灣二葉松,Pinus taiwanensis,970,260,22.6,8,0,0.8,0.9,10.63,15,0,0,1
5C4DDC9C-19BD-4CAE-A0B8-5078711D2AD5,DJ-11,推移帶,15029,4,3,1,臺灣二葉松,Pinus taiwanensis,830,5,10.7,8.5,45,1.8,0.5,13.53,20,0,1,1
1B58D052-DB35-49CB-B5D9-40AAF01E2754,DJ-12,推移帶,15041,1,1,1,臺灣二葉松,Pinus taiwanensis,480,80,69,21,70,3.2,2.3,13.1,5,0,0,0
32787183-8011-4EAD-9AC2-CA989909134B,DJ-12,推移帶,15042,1,2,1,臺灣二葉松,Pinus taiwanensis,495,320,11,8,5,1.3,0.4,10.63,0,1,1,1
B1B4EBDE-9327-40AE-9D1B-A48923EDBBFC,DJ-12,推移帶,15043,2,1,1,臺灣二葉松,Pinus taiwanensis,495,830,36.9,16,0,0.8,0.4,3.75,5,0,0,0
E6C86B80-2B0F-4BAA-A9BD-497537F1B709,DJ-12,推移帶,15044,2,2,1,臺灣二葉松,Pinus taiwanensis,235,990,8.5,5,0,3,0.3,33,100,1,1,1
DAE0D2FB-3F4C-42D8-9E55-D586CF38F837,DJ-12,推移帶,15045,2,3,1,高山櫟,Quercus spinosa,90,970,4.6,4,0,0.6,0.6,15,100,1,1,1
1746F1C1-78D8-4E96-B646-68D882612C5F,DJ-12,推移帶,15046,2,3,2,高山櫟,Quercus spinosa,90,970,3.8,4,0,0.6,0.6,15,100,1,1,1
F14C2631-9CEE-4D10-82E9-6544737FE920,DJ-12,推移帶,15047,2,3,3,高山櫟,Quercus spinosa,90,970,3.1,3.5,0,0.6,0.6,17.14,100,1,1,1
E1011D8A-13BB-45DA-993B-DFF13DCDF100,DJ-12,推移帶,15048,2,3,4,高山櫟,Quercus spinosa,90,970,2.3,2.5,0,0.6,0.6,24,100,1,1,1
3EB5C766-9F9F-45B8-9B28-EA5A3234D6FF,DJ-12,推移帶,15049,2,3,5,高山櫟,Quercus spinosa,90,970,3.3,3.2,0,0.6,0.6,18.75,100,1,1,1
38E8B479-911B-47AE-8293-2AA0332DE5CB,DJ-12,推移帶,15050,2,3,6,高山櫟,Quercus spinosa,90,970,3.2,3.2,0,0.6,0.6,18.75,100,1,1,1
209BBB3D-421A-4BD1-B56F-DD9F8B28BD13,DJ-12,推移帶,15051,2,3,7,高山櫟,Quercus spinosa,90,970,1.9,3.2,0,0.6,0.6,18.75,100,1,1,1
3CF2E5FE-CEAB-4F68-BC5C-4863AF44E2A1,DJ-12,推移帶,15052,2,3,8,高山櫟,Quercus spinosa,90,970,7.5,4,0,0.6,0.6,15,100,1,1,1
BF2F756D-839E-42F4-8355-EB3A0E189FB1,DJ-12,推移帶,15053,4,1,1,臺灣二葉松,Pinus taiwanensis,990,320,17.5,13.5,0,0.8,1.1,7.04,0,0,0,0
355ADBA7-2DFC-4243-81E1-D35065430C62,DJ-12,推移帶,15054,4,1,1,臺灣二葉松,Pinus taiwanensis,860,125,10.1,7,0,0.4,0.3,5,100,1,0,1
2BF28799-BA1F-447C-A020-BE285ACDDB4F,DJ-13,推移帶,15055,1,1,1,臺灣二葉松,Pinus taiwanensis,390,120,38.2,13,0,0,0,0,0,0,0,0
